Wavelength	a1A	a2A	a3A	a4A	a5A	a6A	a7A	a8A	b1A	b2A	b3A	b4A	c1A	c2A	c3A	c4A	c5A	c6A	c7A	c8A	c9A	c10A
410	0.0313599440564372	0.0244459085009012	0.0309836512731047	0.030439672047792	0.031683521791925	0.0316824199096897	0.0278792733747788	0.032374452038973	0.0596958514693404	0.0307099174002034	0.0300310822014522	0.0263322020594084	0.158916053766784	0.0194617218924276	0.0223088574153599	0.012964411324641	0.0329623953131376	0.0275516511862892	0.0280932035298105	0.0271680983789739	0.0332695780217894	0.0254617507537671
411	0.0309994250695911	0.0210437850392276	0.0296461314514742	0.0280748446020374	0.0302263609822063	0.0297674035557399	0.0260650675764432	0.0320206484899982	0.059162173997139	0.0292006419174658	0.0283058062210423	0.0264135340708151	0.159225599919883	0.0179107785777473	0.0212411058888907	0.0105665280001885	0.0310757321226771	0.0259382323804063	0.0285095283228627	0.0273488721547807	0.0331798798108809	0.0262253794624136
412	0.0308032024020642	0.0223631353082968	0.0291830265487107	0.0287548033826769	0.0349975711666007	0.0308073762999699	0.0278345761387918	0.0326154713545387	0.0582620471510231	0.0281805609398279	0.0295351409285779	0.0266012905150658	0.159379228237405	0.0183003103241205	0.0214329116497917	0.0121683209051659	0.0293805014594545	0.025241128302776	0.0277517890040621	0.0289426126175827	0.0349508730142942	0.0269545483350516
413	0.0326602724818994	0.0247258516432559	0.031274584332141	0.0302509455136979	0.0373795563491845	0.0308164560829236	0.0275898114311079	0.0327747591490145	0.0590098519810689	0.0293048823797852	0.0308521669206027	0.0266531142123199	0.160447511611132	0.0183146745570841	0.0218269959738262	0.0131604866370776	0.03147173397811	0.0260487971161702	0.0266522819433643	0.027926811834001	0.0332614246500935	0.0271439848182382
414	0.0342131526156978	0.0261290401614135	0.0335954653847503	0.0307513940981577	0.0369118960986403	0.0303043282303797	0.0258978728909622	0.0320309661910596	0.0605577000145771	0.0310428311792405	0.0310568064445811	0.0268736997096622	0.161855037046712	0.0185174271781688	0.0218972124806475	0.0138534999904157	0.0344841121070376	0.0273132184612586	0.0259338829711961	0.0259056431771593	0.0310433498019488	0.0271655203294575
415	0.0313295988840799	0.0240877152966404	0.0321750389192878	0.0276814824612527	0.0343302083828843	0.0307597765353569	0.0243815563471549	0.0296847691690112	0.0613117274870557	0.0307867066148367	0.028703199940349	0.0278831936797634	0.162692974605056	0.0203988302398903	0.0209601747779959	0.0157739586419454	0.033349628481846	0.0274324850784046	0.0265108678784958	0.0261071696634223	0.0340658987758722	0.0277845495771506
416	0.0308103371853294	0.0234894330863421	0.0316306087032757	0.0269342787359869	0.0345922701992354	0.0317404459258402	0.0265401557164712	0.0297380129026773	0.0608419131895376	0.0295779316038271	0.0288759834923763	0.0281817486345229	0.161976875371476	0.0198801440255702	0.0213516310483888	0.0163271293834189	0.0322804917314762	0.0259522820722129	0.0279502024535729	0.0260617854733889	0.034261465003152	0.0271164950499705
417	0.0336804490890443	0.0251134079934277	0.0329390391430275	0.0293279906355684	0.037602332789407	0.0328863231064222	0.0313789789725886	0.0326700382360537	0.0598545600756968	0.0284438495464121	0.0316474887590382	0.0276459264127337	0.160514887038618	0.0175258791318058	0.0231161648979836	0.0154480398334264	0.0324752580605591	0.0233966039248491	0.0293309645202931	0.0256703877315175	0.0314158788168864	0.0255598278014076
418	0.0368586023004564	0.0265172410839081	0.0351995180503588	0.0315741874084781	0.0374702347643805	0.033694869572899	0.0317462477215811	0.0364103848900983	0.0617280998450467	0.0302122978308855	0.0314555703997914	0.02740566468528	0.162493709698346	0.02025925367707	0.0239664795257735	0.015775620307587	0.0341041605918114	0.0218591534324536	0.0278562193764637	0.0271768391691795	0.0336933702685843	0.0268216992163784
419	0.0371782415176224	0.0269336655419072	0.0352296064408145	0.0323525564258795	0.0352886117100292	0.0329591821196769	0.02992591906715	0.0372723346383579	0.0632262787813233	0.031882039266318	0.030926387181433	0.0276587334771895	0.164496072352189	0.0222420690900252	0.0238603920692073	0.0161004447765137	0.034880939634347	0.0222994734740164	0.0259080709051567	0.0284613352490017	0.0356472200105841	0.0273265179878263
420	0.0329418842677665	0.0259266181843206	0.0311793711984198	0.0308632205345091	0.0323585363961684	0.0301395016926766	0.028012903187834	0.0330677484141721	0.0621036796035698	0.0313661871528491	0.0319880232279856	0.028460466605805	0.164008316487549	0.0193950859585207	0.0230045246247316	0.0154678514695739	0.0333676417948329	0.0250862903403174	0.0255376596299192	0.0279884284597342	0.0334093927547563	0.0247455824863174
421	0.0329784361666455	0.0248477880164129	0.0305150443557895	0.0290226019318199	0.0320607135790211	0.0296336085600098	0.0272891115334532	0.031813556093752	0.0628069820186502	0.0329168194389136	0.0315169145372884	0.0291294582624718	0.164139272516976	0.01958553359193	0.0237493383627535	0.0143654205412189	0.0340609764585672	0.0268554255156185	0.0278492315156613	0.0281660390781975	0.0344944767534875	0.0260268074907062
422	0.0361197781969259	0.0245820398140968	0.0328498871077436	0.0283861642240244	0.0341212609847648	0.0312845040454937	0.0280883560947641	0.0332892195347591	0.0645603441434891	0.0351478314789423	0.0303176056117091	0.0290937628606282	0.164958762943674	0.0215383479709966	0.0248605469607856	0.0133809772508752	0.0357508207733632	0.0268235378792213	0.0307354078798189	0.0286868142356838	0.037287850028194	0.0294305622421974
423	0.0365021130648626	0.0266792807234611	0.0347191419628775	0.0318727022596111	0.0370299770541485	0.0331576456293584	0.0309740928329842	0.033968140669532	0.0640552881719817	0.0334290699071676	0.0312931145233963	0.0270479655938588	0.165689516478989	0.0195072848674322	0.0224393001799401	0.0136784873225402	0.0339500057531575	0.0242817315787284	0.0292679987451289	0.0280537478820884	0.0352570228991797	0.0289697609964728
424	0.0360242986978397	0.0278944373218248	0.0352056520056068	0.033693525651588	0.0375788527604039	0.0346969779903529	0.0313013858448468	0.0337979373150533	0.0632369801360263	0.0317355822613944	0.0320975804496585	0.0266195043033585	0.165162415453104	0.0171918827496449	0.0211504767625694	0.0134538912205788	0.0326717081730819	0.0238104969436581	0.027268068354626	0.0266672150582959	0.0347262010442902	0.0264347233950766
425	0.0355014543856098	0.0272754672329733	0.0342457729629499	0.0323376547555989	0.0354333596202959	0.035306011074563	0.028487972563721	0.0330500079586302	0.0629162056152585	0.0314623774956019	0.0320019814686423	0.0286378197714926	0.163725196522128	0.0162550597406268	0.0222349047819462	0.012586827603998	0.0330906788672765	0.0261222811920257	0.0265256509362786	0.0254233778266921	0.0372342202744159	0.0235580713932981
426	0.0368291127845381	0.0267148233459033	0.0345256500680254	0.0318545823966418	0.0362282812832935	0.0339940552781499	0.0292681335489444	0.0342680943193962	0.0634664872765595	0.0318926991806342	0.0316842462818645	0.0302386582045103	0.165515097688458	0.0183708272361953	0.0229270569730003	0.0137883070876713	0.033462799626788	0.0252187103546185	0.0286358662927858	0.0281444073145193	0.0388732852086983	0.0260133849963212
427	0.0370554596256701	0.0257863930662357	0.0345054664204053	0.0314108258347568	0.0367915233456991	0.0321091264996503	0.0302730384434106	0.0350947053103349	0.0650057657592596	0.0329488988481712	0.0313703611720665	0.0303342886195613	0.167778047142094	0.0204304238863271	0.0233610586394324	0.0157511625926194	0.034208655571307	0.0239095189949621	0.0313846620555124	0.0307602810193909	0.039449122241436	0.0298562590306163
428	0.0331898562902848	0.0240073444969544	0.0324966082965296	0.0299339581527503	0.0335928553110543	0.0311833270603327	0.0276626444954018	0.0330377215248156	0.0674939684264817	0.0345120864858577	0.0312511401880436	0.0281648613561914	0.167442640005919	0.0191823707717241	0.0238716053650616	0.0168836327734666	0.0358134211063253	0.025476871228207	0.0323580811079716	0.0289433266875568	0.0390795923923704	0.0306217318663659
429	0.0326516668458169	0.0245452300800972	0.0327800997949803	0.0308774064711153	0.0339365712387461	0.0328519953082798	0.0282709846856808	0.0334486771488365	0.0674594814231556	0.0345711882509157	0.031287836448718	0.0277345512359973	0.169071477845916	0.0190257032601421	0.0242058889484026	0.0166354921056964	0.0362525464848753	0.0268210975102581	0.0306811055060636	0.0266150031430354	0.0373246530460719	0.0293458964215874
430	0.0354743787057024	0.0269740265644472	0.035062279044847	0.0335440872632229	0.0373090096020778	0.0357822775602544	0.031600568049307	0.0359195638482695	0.0655609087889957	0.0334923437376439	0.0312993157358223	0.0290069642409874	0.171411858556794	0.0198148730641173	0.024144027713089	0.0154181541986746	0.035442419006638	0.0267322859072608	0.02804157775765	0.0254093313022114	0.0352968914870046	0.0275019868897296
431	0.0374198038513463	0.0286122406255008	0.0360847322633951	0.03423503097183	0.0380832015409799	0.035579758136579	0.0325507441314784	0.0361594689357523	0.0657441337124644	0.0335726600523956	0.0305105410776093	0.0292469399974757	0.167992034963248	0.0181787219256056	0.0230335225226242	0.0144897327782504	0.0341772112930717	0.0232250612872739	0.0294887621992113	0.0271904763529246	0.0360239762771424	0.0286773321963798
432	0.0381044115910701	0.0285297469205547	0.0365897770146227	0.0340231415707199	0.0382022390412598	0.0346504277690035	0.032172958687099	0.0362438690666267	0.0661363868378239	0.0336392765220814	0.0312916017047119	0.0294495238334873	0.16643040012308	0.017961483686921	0.0227708277431471	0.0148286165461753	0.0342497608542562	0.0224606408636499	0.031354774242786	0.0292778255356972	0.03678475345309	0.0293414750868388
433	0.0373647649866536	0.0266742964680697	0.0368522407866096	0.0335547748932458	0.0384395762058618	0.0342328567386648	0.0311900708041033	0.0368078512772925	0.0660985717292929	0.0332537906119613	0.0339959882360528	0.02989104842468	0.169491870611183	0.0202010475364216	0.0239621979161216	0.0164597764996052	0.0359486963896558	0.0263776369408383	0.0317726505067381	0.0300356260225147	0.0364594700340247	0.028207522406589
434	0.0362124418881597	0.0259978222902395	0.0367749114592175	0.0339255259548404	0.038096089471404	0.0345613196705048	0.0314255713129598	0.0354382047915046	0.0672498018570172	0.0330087541568869	0.033263723606414	0.0295628742374141	0.169879503196158	0.0190718059586357	0.0240793700817031	0.0162114326737191	0.0348528803051755	0.0269088312974191	0.0307197132348942	0.0281807883253998	0.0368403101070461	0.0284860153184839
435	0.0355663026103293	0.0266531169468305	0.0365309709923331	0.0343203300301884	0.037798015986307	0.0352654013456949	0.0320048002234956	0.0343368372183033	0.0684736388342491	0.0333020169624015	0.0315825912480971	0.0289770487887188	0.169041968356584	0.0172940366422504	0.0239692341444653	0.0151479558291285	0.0333614823709286	0.0257557886274715	0.029760097344435	0.0264662431496087	0.0374179085086188	0.0291851623272989
436	0.0363607148324601	0.028368600839047	0.0363026355539228	0.0334622662899494	0.038392093960893	0.0358309024489273	0.0314579138867877	0.036691396343947	0.0681063232762352	0.0345738524337175	0.0329642644331614	0.0289072807800627	0.169891844735915	0.019227019602117	0.0251199120313578	0.0150730784128397	0.0352141656312871	0.0263210269624194	0.0309762545656856	0.0286895870759385	0.0373091174652869	0.0285430726053389
437	0.0378141857286512	0.0290132248047652	0.0368800539329071	0.0335901439980513	0.0394613072249901	0.0356956197339685	0.031817389849246	0.0374877230028377	0.0688269877516819	0.0356501681225847	0.0337080669701453	0.0291445372107047	0.171394016122348	0.0204929632012176	0.026004139461692	0.0164686940626709	0.0368290209260777	0.027344039322449	0.0310078453753386	0.0290238382265498	0.0369506860141888	0.0287193270087001
438	0.0391854629738795	0.0283998764447068	0.0379116385694395	0.0347499071583572	0.0404268296150471	0.0348601264616402	0.0327258857224735	0.0362855389024508	0.0705048046351947	0.0358694017164304	0.0333305585708032	0.0296189413365784	0.173012620890713	0.0203503391236764	0.0260198298322425	0.018375729259765	0.0372471578356212	0.0281286665736179	0.0296163540375497	0.0271703133680544	0.0366421454328033	0.0294698760207137
439	0.0389605530019109	0.0278021332726728	0.0375342219745627	0.0352702418695126	0.0398447787859422	0.0337462064041533	0.031195896120949	0.036093989858877	0.0702354902652616	0.0339350820579062	0.0333154140046368	0.0302738477240686	0.1737177710778	0.0201088561360577	0.0241630032996803	0.0169256009663313	0.036369511196047	0.0271596450660517	0.028704018588449	0.0271105057380596	0.0370467025322428	0.0279219796135061
440	0.0379162710528391	0.0281493644862064	0.0369666157613326	0.0351855037122304	0.0387223666007656	0.0331085068368674	0.0297675650596975	0.0358930681076075	0.0704497983067633	0.0328838337105516	0.0334122473546204	0.0308900563539078	0.174335394368128	0.0198586461994498	0.0235422080004934	0.0159685426953183	0.0355053787334303	0.0262699522300029	0.0290760742971207	0.0279662401034416	0.0372816898862652	0.0271976285163331
441	0.0367501633814222	0.0296941922467283	0.0369931983101162	0.0345775145132358	0.0378404609600604	0.0334612812953933	0.030140137513928	0.035107306830835	0.0723815174892656	0.0344013799674977	0.0333652411235355	0.0312122649991252	0.175257083892931	0.0196027407418537	0.0258382338044539	0.0177144094449644	0.0354892215484697	0.0265836644069489	0.030877613485971	0.0289820097887356	0.0369083282518444	0.029092526239944
442	0.0366635478411693	0.0285676638956247	0.036740787595237	0.0338463257499214	0.0375807655354229	0.0346365685388507	0.0312259627078749	0.0349768093631655	0.0711777771482211	0.0336843700642256	0.0321872742746224	0.030223160462354	0.174514058834859	0.0184872589878034	0.0260319410856646	0.0168524463568601	0.0351027501443597	0.0261275074708624	0.0300532900049958	0.0290147796991463	0.0376725037380834	0.0295671606308276
443	0.0369734625511174	0.0262276406776326	0.0362865483982151	0.0334405317822452	0.0377027259910284	0.0357881413370519	0.0320967792701938	0.0355870051648695	0.068816562024557	0.0321141766689244	0.031229590596092	0.0291015623180331	0.173242625130317	0.0175487217016773	0.0246620715131538	0.0148675607286035	0.0347770769028668	0.0255163782991612	0.0282714766339736	0.0286143797224662	0.0391459754230288	0.0290842411950992
444	0.0358757086375398	0.0266399352072029	0.0360251867808827	0.0340966436874847	0.037585080736384	0.0355593628169419	0.0312602075104645	0.036972035114779	0.0706164121815786	0.0339145238920527	0.0336378416737304	0.0305351474552934	0.174155719549128	0.0190697451444537	0.0242821839789859	0.0162422072814179	0.0358112853732602	0.0266227210554052	0.0300956811240364	0.0292502934784679	0.0401699397089265	0.029783054128621
445	0.0353496320525177	0.0269360461827442	0.03550313441313	0.0344494894518315	0.037532423064445	0.0338922572691193	0.0306911873057898	0.0367223310700849	0.0713700854324798	0.0347459020454359	0.0340532252969998	0.030812171060986	0.175096877491691	0.0202921254776803	0.0237862389605447	0.0169285547055114	0.0360049942032687	0.0268788089675666	0.0311169757578134	0.0298393543680918	0.0400624782473787	0.0303145916753856
446	0.0358238254452514	0.026571888087477	0.0349966723802089	0.0342410796312261	0.0376632488695944	0.0316998855816074	0.0309422749098249	0.0348746748432031	0.0702079709728446	0.0336644426439905	0.0317385079580919	0.0293472487706781	0.175365360019133	0.0203268066730039	0.0230969248699519	0.0160280867286737	0.0349508085842278	0.0257690230924554	0.0304183344741955	0.029874850165911	0.0388931692538147	0.0302511140672914
447	0.0362990749517707	0.0272820343911196	0.0365795393765108	0.0345347916911889	0.0382018222514808	0.0330795958294601	0.0314267824965166	0.035569580253247	0.0710013619401045	0.0328349608548164	0.031807717072256	0.0292462810087776	0.17496604105847	0.0195759230274477	0.0230512316483879	0.0154936960793128	0.0341937226330819	0.0247975089436572	0.0304288067838272	0.0285583038761961	0.0381327788761867	0.02943874427384
448	0.0364341019822485	0.0279109207927908	0.0375941309036338	0.0349448105909767	0.0385451662449318	0.0351591605331195	0.0315717874279882	0.0366598752945575	0.0722361254700376	0.0328398094939968	0.0325041610243981	0.0295574519000115	0.174694683726239	0.018701270677395	0.0235074409593963	0.0153184835139335	0.034005856711598	0.0246486024953947	0.030860612078081	0.0274762109547065	0.0379763192897734	0.0289133315703807
449	0.0360334167673956	0.0273600608267196	0.0355859605055225	0.0350491706758495	0.0381757088888771	0.0350126614406214	0.0309449565618943	0.0359609028875788	0.0723009821355751	0.0340448198576566	0.0319392609725265	0.0292428618852645	0.175301820486591	0.0183620139354889	0.0242673457401182	0.0153711842769304	0.0345395419519116	0.0258280962782298	0.0312866181209678	0.0281349423675995	0.0384662289088014	0.0296266821026848
450	0.0369370241195044	0.028076490703156	0.0356342095548266	0.0350667253986124	0.0388460902598901	0.0350084492131798	0.0317211075176446	0.036434944351662	0.0727266095743874	0.0346629242257038	0.0323220754834417	0.0295082171908068	0.176034619486844	0.0189882833970924	0.0252407011781218	0.0149821654465193	0.0352814988215729	0.0268964836962909	0.031262213765256	0.0285469629180267	0.0383099808683165	0.0300842049150155
451	0.0385680482994295	0.0293998179882176	0.0373757598543112	0.0349846473835051	0.0401448915461769	0.0353475272217272	0.0332022642642976	0.0376160768746424	0.0737068728856864	0.0348151437657495	0.0336104502462819	0.0303513482765323	0.176784916091032	0.0200135060916149	0.0261761630219826	0.014570164223834	0.0360085530860937	0.0274459512125125	0.030938420589856	0.0285768740951688	0.0377898439770674	0.0301293444506282
452	0.038529674797451	0.0280707121953035	0.0369103594020619	0.0346103149232599	0.0400735446409961	0.0354005321891551	0.032249113121016	0.0365564066316156	0.0751974058804253	0.0360957308709391	0.0348001743069073	0.0312528813524688	0.177725253824908	0.0196573036093187	0.0266578647847707	0.0157146922365928	0.0366203097443959	0.0272388773409144	0.0310134249259685	0.0289846949089968	0.0385459730013777	0.0302862528447764
453	0.0375009408156038	0.0273877077454521	0.0366242034941994	0.0343627089895908	0.0395563401512132	0.0350521366076595	0.031534905184295	0.0360784173404552	0.0755448817618684	0.0366128836380614	0.0348575387211543	0.0318258815606326	0.178658747825173	0.019487760918545	0.026514253028113	0.0166984899623841	0.0366443946810196	0.0273965622309434	0.031078016399331	0.0296748755748331	0.0388654890201392	0.0301430148332421
454	0.0362079937819721	0.0285844466151338	0.0374679454532299	0.0345301493836445	0.0391810923973624	0.0344688978699719	0.032075195720528	0.0371756667452862	0.0743906614105396	0.0357154607554709	0.0336161027979745	0.0318284350062898	0.179419094889276	0.0200739419845237	0.0258585228590834	0.0167914014850506	0.0360695573183412	0.0282566560207935	0.0309276553872906	0.030397216477624	0.0381815384114342	0.0296445434936578
455	0.0375910647105802	0.0293514083533338	0.0386737498787592	0.0356647914762069	0.0401661050037868	0.0353093341973242	0.0321585911720216	0.0374988288658262	0.0750135107005253	0.0351796092292283	0.0338149085773828	0.0311882836753211	0.179651404153664	0.0203088462421279	0.0260389461561037	0.016988575286007	0.0364402608694774	0.0283636890426136	0.0303312899810265	0.0297999191017523	0.0381582688766249	0.0295540647009757
456	0.0389686299067732	0.0288377095472344	0.0388584403965333	0.0363934361134538	0.0407438433058838	0.0359791500269063	0.031468442741783	0.0367865756582934	0.0762423807281547	0.0351553285114221	0.0343349001356326	0.0306251681922418	0.179611214968079	0.0199455033959557	0.0264175176818349	0.0168346158996988	0.0369630395520728	0.0276222861367958	0.0301201307696774	0.0287848728571393	0.038859595035066	0.0299627716443388
457	0.0361734037045234	0.0261724744665169	0.0362011416874862	0.0347435527415055	0.0382569613510099	0.0340175569904951	0.0297748917813655	0.0349845439929602	0.0759652581154761	0.0355669022890938	0.0331986346304406	0.0311311700960686	0.179714736857131	0.018804640269871	0.0259074583041892	0.0155651627200255	0.0362979731887598	0.026117777652581	0.0314671279448161	0.0287839453466448	0.0401271692645801	0.030877612075024
458	0.0358494565761389	0.0268225020071109	0.0363740844441815	0.0348498533804373	0.0385674495335074	0.0339478183626452	0.0303434745162861	0.0358615420918334	0.0756602495583775	0.0354922435472704	0.0325634442784278	0.0308122099090231	0.179431444944224	0.0182970874142784	0.025121123740067	0.0148194528058909	0.0362965987242636	0.0254274324930312	0.0322297432393695	0.0295063413676778	0.0405280198661268	0.0310104565781046
459	0.0382472353494238	0.0302279428309852	0.039200988781469	0.0365935549908178	0.0415590223669893	0.0358297168589177	0.0326637379936083	0.0388821704714978	0.0756437308185058	0.0349821376237237	0.0329143837651609	0.0297426384627275	0.178871121183785	0.018562188124798	0.0244871714776271	0.0150237648628803	0.0370019562647964	0.0258440979112689	0.03194897917415	0.0304475780135761	0.0399293049756033	0.0305404828013461
460	0.0377005654735804	0.028814767717002	0.0382970440729755	0.0353400947219884	0.0410927948091964	0.0353840485163273	0.031561213581127	0.0383793819600969	0.0755199928231174	0.0352441761916177	0.0338671988870228	0.0299978321602968	0.178709512961227	0.0184781268540315	0.0248803017924969	0.0159662073444847	0.036695686253731	0.0265862018573792	0.0311415666098078	0.0300747241975145	0.0393574554359304	0.0316049526299078
461	0.0363576427131236	0.0269114622925923	0.0367033291435749	0.0339742472024373	0.0395437093829682	0.0344425321528417	0.0303764698650998	0.0371564983487669	0.0759380795511201	0.0354886345009517	0.0346236843547611	0.0306541600758498	0.179260720680835	0.0185536057695791	0.0253178999183487	0.0165880172706181	0.0365883139053229	0.027332927534784	0.0309163759246098	0.0296950876882496	0.0391949765671827	0.0320790079133412
462	0.0358174032658558	0.0273536386683629	0.036497642739078	0.0343949802081574	0.0386767131683026	0.0342835585928013	0.0312598702732848	0.0371375707127822	0.0772010462735552	0.035237042662777	0.0345804801691669	0.0310075494901371	0.180550204781021	0.0190786197251808	0.0251856572606253	0.0162308455461465	0.0373443352387367	0.0278041323921218	0.031931407109845	0.0302340874388516	0.0396978492900682	0.0307883941222996
463	0.0363883453149714	0.0268434876529095	0.0361416342811765	0.0344482802461514	0.0386633532632342	0.0342624016357571	0.0314060673415878	0.0370499467903854	0.0778022249032427	0.0354632730275595	0.0337416304041466	0.0308837442512735	0.180730122639499	0.0193696207730963	0.0256070320072594	0.0162472523837021	0.036807574913898	0.0278629775138004	0.0326584494683017	0.0316210270047147	0.0406092838710221	0.0316218460101332
464	0.0375191029489652	0.0261904956095926	0.0362183119161112	0.0344402338945191	0.0394639653898913	0.0346276314025464	0.0310131724964432	0.0371401449598205	0.0778292692092062	0.0358406962108968	0.0329665932106609	0.0304957891654263	0.180236051205545	0.0195099446358831	0.026266144268056	0.0165405698297093	0.0359444337423085	0.0277304556201619	0.0325642020408841	0.0322114945188197	0.0410382426448904	0.0329151446133786
465	0.0380450594309338	0.0280483395544192	0.0384937537546927	0.0356849958463445	0.0410242735545245	0.036132184448618	0.0313105225284981	0.0383476133396074	0.0779514835729903	0.0352884412996173	0.0339762636493992	0.0302682983913408	0.180505542788281	0.0198485589063458	0.0261548949957934	0.0165048543900342	0.0374116256362011	0.0279049397486347	0.0309617622759949	0.0284765188902685	0.0391504975466506	0.029903331490041
466	0.037822161573489	0.0292881170378827	0.0391224233761317	0.0365272968324538	0.0411612010272565	0.0368631187774137	0.0317061726559142	0.0384908919102304	0.078090804131186	0.0360661569453146	0.0347524707825287	0.0307699936033079	0.181202153421661	0.0206554048107853	0.0265819444280258	0.0162236815086561	0.0383392046297865	0.0279312808752041	0.0305026664340061	0.0268909809752145	0.0387681457347812	0.0287233625513626
467	0.0371007066147169	0.0289960146815571	0.037502752596974	0.0365096619728587	0.0397188043992674	0.0363440511797148	0.0319930522329162	0.0372660249241211	0.0783161382597364	0.0380384048354104	0.0346282737699313	0.0318900350114876	0.18202445978672	0.0215911414620066	0.0275055933868445	0.0158949930608657	0.0379905472159304	0.0276631927180905	0.0315826550534675	0.0288793752711129	0.0404343469520938	0.0305799466210953
468	0.0376660022147429	0.0284055485367313	0.0378252222696277	0.0365734371179928	0.0400956932794625	0.0359227528879472	0.0321360959948541	0.0371682624988942	0.079060308917269	0.036694372771753	0.0341121797055208	0.0322091465140605	0.18200985049379	0.0206612415292086	0.0265785498898627	0.0164461182661433	0.0379676837404237	0.0271122167421269	0.0310125238011662	0.0294100200477238	0.0397938944133851	0.0303622482066779
469	0.0379530951846263	0.0279902760978843	0.0383967183964426	0.036189600988631	0.0409853522041735	0.0355914166306611	0.032080822248225	0.0373944184197751	0.0790903766939559	0.0349089819136083	0.0333884537397938	0.0315201996208964	0.181542684961231	0.0192699411309952	0.0253102035054989	0.0167377065631392	0.0377422263084999	0.0267048793947412	0.0303935489215539	0.0290357795761268	0.0386434125692008	0.0297062150645654
